index,Features,mean,mean-,mean+,cutoff,dividend_toggle
Details,"['PEG', 'Book/sh', 'EPS next Y', 'Cash/sh', 'P/FCF', 'Prev Close']",0.114360461813378,0.0799880562747147,0.148732867352041,0.143622936763257,0
Details,"['EPS (ttm)', 'Target Price', 'EPS next Y', 'P/FCF', 'Book/sh']",0.0911695168221626,0.0677786945503616,0.114560339093964,0.151901345459302,0
Details,"['Book/sh', 'EPS next Y', 'P/FCF', 'PEG', 'P/B', 'Cash/sh']",0.115443042924824,0.087197736667269,0.143688349182379,0.157280193076135,0
Details,"['EPS next Y', 'Cash/sh', 'P/FCF', 'Book/sh', 'Prev Close', 'EPS (ttm)']",0.113035043684676,0.0767308465369811,0.149339240832371,0.144920134357967,0
Details,"['Target Price', 'Book/sh', 'Cash/sh', 'EPS next Y', 'ATR', 'P/FCF']",0.0950650120489272,0.0704945604576274,0.119635463640227,0.145586791744426,0
Details,"['Target Price', 'Cash/sh', 'P/FCF', 'Book/sh', 'EPS (ttm)', 'EPS next Y']",0.107558242394583,0.0806305192639478,0.134485965525219,0.143147361192152,0
Details,"['Cash/sh', 'EPS next Y', 'Book/sh', 'ATR', 'Prev Close', 'EPS next Q']",0.0978472108485512,0.067709721074157,0.127984700622945,0.178954968441408,0
Details,"['EPS next Y', 'P/S', 'Target Price', 'EPS next Q', 'EPS (ttm)', 'Book/sh']",0.0974788304558592,0.0762943529871703,0.118663307924548,0.161484748254169,0
Details,"['Target Price', 'Cash/sh', 'Book/sh', 'P/S', 'PEG', 'EPS next Y']",0.0985813134749873,0.0656737335138439,0.131488893436131,0.152960805782072,0
Details,"['EPS next Y', 'Cash/sh', 'P/FCF', 'Target Price', 'EPS (ttm)', 'Book/sh']",0.107309256269318,0.081678078658429,0.132940433880206,0.146568177159488,0
Details,"['EPS (ttm)', 'Target Price', 'Cash/sh', 'Book/sh', 'EPS next Q', 'EPS next Y']",0.0985799930535468,0.0734225073488391,0.123737478758254,0.18425163081239,0
Details,"['Cash/sh', 'Target Price', 'P/FCF', 'EPS (ttm)', 'EPS next Q', 'EPS next Y']",0.0927908802463706,0.0605414870728709,0.12504027341987,0.155333844872836,0
Details,"['EPS next Q', 'Prev Close', 'ATR', 'Cash/sh', 'P/B']",0.0971034964080569,0.0646331715093969,0.129573821306717,0.171034603141671,0
Details,"['EPS (ttm)', 'ATR', 'Cash/sh', 'P/B', 'EPS next Y', 'Book/sh']",0.0903396099791725,0.0675799639386842,0.113099256019661,0.183516355580056,0
Details,"['ATR', 'Book/sh', 'P/FCF', 'EPS next Q', 'Cash/sh', 'Prev Close']",0.110281208328308,0.0762391087803843,0.144323307876232,0.153123260275547,0
Details,"['Cash/sh', 'Book/sh', 'ATR', 'Prev Close', 'EPS (ttm)', 'EPS next Q']",0.107570283795842,0.0774922098067012,0.137648357784982,0.184454643789444,0
Details,"['Cash/sh', 'PEG', 'P/FCF', 'P/S', 'Book/sh']",0.0967561419538218,0.064306284906047,0.129205999001597,0.151757744721294,0
Details,"['ATR', 'EPS next Q', 'Cash/sh', 'Target Price', 'PEG', 'P/FCF']",0.107836473029934,0.0717546298568432,0.143918316203025,0.15444252434836,0
Details,"['EPS next Q', 'P/FCF', 'Prev Close', 'ATR', 'Target Price', 'EPS (ttm)']",0.0933647981255673,0.0504331160376879,0.136296480213447,0.157291011791087,0
Details,"['EPS next Q', 'PEG', 'Target Price', 'ATR', 'Book/sh', 'EPS next Y']",0.0948567995286657,0.0626790970241741,0.127034502033157,0.177676218631376,0
Details,"['EPS next Y', 'Book/sh', 'P/FCF', 'PEG', 'ATR', 'Cash/sh']",0.112088778963163,0.0786009669829754,0.14557659094335,0.168126202461933,0
Details,"['PEG', 'Cash/sh', 'Target Price', 'Prev Close', 'EPS next Q', 'ATR']",0.0968206738479413,0.0553189958128773,0.138322351883005,0.170865463174408,0
Details,"['EPS (ttm)', 'Book/sh', 'Cash/sh', 'EPS next Q', 'P/FCF', 'Prev Close']",0.0951173049634774,0.0658210407368371,0.124413569190118,0.160266981870453,0
Details,"['EPS (ttm)', 'Book/sh', 'Cash/sh', 'P/B', 'P/FCF']",0.108577042385381,0.0807203915322734,0.136433693238489,0.166533320747795,0
Details,"['Cash/sh', 'Book/sh', 'P/B', 'P/FCF', 'EPS (ttm)', 'PEG']",0.109267190796154,0.0832458788410267,0.135288502751281,0.163497674001145,0
Details,"['Book/sh', 'Prev Close', 'Cash/sh', 'P/B', 'EPS next Y', 'EPS (ttm)']",0.0918775827435546,0.064741847656511,0.119013317830598,0.171121255223536,0
Details,"['PEG', 'Cash/sh', 'EPS (ttm)', 'Target Price', 'ATR', 'P/FCF']",0.0988624252655003,0.0626988949980609,0.13502595553294,0.154243102372299,0
Details,"['EPS (ttm)', 'EPS next Y', 'PEG', 'Book/sh', 'P/B', 'Cash/sh']",0.102899842287956,0.0779053534622207,0.127894331113692,0.180696669643954,0
Details,"['Prev Close', 'EPS next Q', 'EPS next Y', 'Target Price', 'ATR', 'Cash/sh']",0.0995522147532053,0.0650913257328065,0.134013103773604,0.180616572618115,0
Details,"['Cash/sh', 'EPS next Q', 'Book/sh', 'ATR', 'P/FCF', 'EPS (ttm)']",0.0903566451949153,0.061190195338347,0.119523095051484,0.159574863840012,0
Details,"['Target Price', 'PEG', 'EPS next Q', 'P/FCF', 'Book/sh', 'ATR']",0.0917009024289733,0.0678682852503257,0.115533519607621,0.140973100684958,0
Details,"['EPS next Y', 'Book/sh', 'PEG', 'P/S', 'Cash/sh', 'P/FCF']",0.0926129933738329,0.0657544204376145,0.119471566310051,0.14795847841422,0
Details,"['EPS next Q', 'Book/sh', 'Cash/sh', 'EPS (ttm)', 'ATR', 'Prev Close']",0.120031177792378,0.0791186474811116,0.160943708103645,0.176235522110678,0
Details,"['Cash/sh', 'ATR', 'EPS next Y', 'Book/sh', 'P/B', 'Prev Close']",0.104069891810421,0.0736490070613226,0.13449077655952,0.167604171362188,0
Details,"['Cash/sh', 'P/FCF', 'Book/sh', 'Target Price', 'EPS (ttm)', 'EPS next Q']",0.113717938907006,0.0884090890732284,0.139026788740785,0.149017487160466,0
Details,"['EPS (ttm)', 'P/S', 'P/FCF', 'Book/sh', 'ATR', 'Cash/sh']",0.094928141998535,0.0601910861233209,0.129665197873749,0.156059251664017,0
Details,"['P/FCF', 'Target Price', 'Prev Close', 'P/S', 'EPS next Q', 'Cash/sh']",0.0917075211664534,0.0621840735232478,0.121230968809659,0.127149367934013,0
Details,"['Prev Close', 'ATR', 'Cash/sh', 'P/B', 'P/FCF', 'EPS next Y']",0.0908448447045802,0.0621548647163903,0.11953482469277,0.169437309320891,0
Details,"['EPS next Q', 'P/FCF', 'Prev Close', 'EPS next Y', 'Cash/sh', 'Book/sh']",0.113660451404567,0.0798699446417811,0.147450958167352,0.159399168067308,0
Details,"['Prev Close', 'P/FCF', 'EPS next Y', 'EPS (ttm)', 'Book/sh', 'EPS next Q']",0.095685821336961,0.0584410510561624,0.13293059161776,0.157750861014905,0
Details,"['ATR', 'PEG', 'EPS next Y', 'P/FCF', 'Prev Close', 'Cash/sh']",0.0919958411596283,0.0591345082358393,0.124857174083417,0.167127693849195,0
Details,"['ATR', 'Book/sh', 'Prev Close', 'Cash/sh', 'EPS next Y']",0.097383263414264,0.0712355590362192,0.123530967792309,0.177999551532598,0
Details,"['PEG', 'Target Price', 'EPS next Y', 'ATR', 'P/S', 'Cash/sh']",0.0942108203007706,0.0688385053986979,0.119583135202843,0.153814489599673,0
Details,"['Target Price', 'EPS next Q', 'EPS next Y', 'P/FCF', 'Book/sh', 'Cash/sh']",0.103548273595475,0.0775423771621817,0.129554170028769,0.163146149825513,0
Details,"['EPS next Y', 'Target Price', 'Prev Close', 'Cash/sh', 'PEG', 'ATR']",0.0985833949497353,0.0578486399042011,0.139318149995269,0.16147950171355,0
Details,"['EPS (ttm)', 'ATR', 'Cash/sh', 'EPS next Q', 'PEG', 'Target Price']",0.102865037155877,0.0745993335916754,0.131130740720078,0.175725618317807,0
Details,"['EPS (ttm)', 'Book/sh', 'P/S', 'EPS next Y', 'Target Price', 'ATR']",0.113311307542495,0.0777336134572858,0.148889001627704,0.163182819371793,0
Details,"['P/FCF', 'Book/sh', 'PEG', 'Prev Close', 'EPS next Y', 'EPS next Q']",0.115588253120024,0.0795221882598913,0.151654317980158,0.152597359087428,0
Details,"['EPS next Q', 'P/FCF', 'Prev Close', 'EPS (ttm)', 'Book/sh', 'PEG']",0.0915294844767089,0.0608069425822919,0.122252026371126,0.150066690023115,0
Details,"['ATR', 'EPS next Y', 'P/B', 'EPS next Q', 'Book/sh', 'P/S']",0.0963369722677608,0.0737406907433489,0.118933253792173,0.165781035950419,0
